year,match,home,OTHER,goal_difference,half_time_goal_difference,L_goals,O_goals,L_half_time_goals,O_half_time_goals,L_shots,O_shots,L_shots_on_target,O_shots_on_target,L_corners,O_corners,L_fouls_committed,O_fouls_committed,L_yellow_cards,O_yellow_cards,L_red_cards,O_red_cards,points
04-05,2,1,Man City,1.0,-1.0,2.0,1.0,0.0,1.0,15.0,7.0,10.0,4.0,8.0,3.0,9.0,17.0,1.0,3.0,0.0,1.0,4.0
04-05,3,0,Bolton,-1.0,-1.0,0.0,1.0,0.0,1.0,7.0,10.0,2.0,8.0,2.0,5.0,14.0,15.0,0.0,2.0,0.0,0.0,4.0
04-05,4,1,West Brom,3.0,2.0,3.0,0.0,2.0,0.0,16.0,9.0,9.0,5.0,8.0,6.0,9.0,11.0,0.0,0.0,0.0,0.0,7.0
04-05,5,0,Man United,-1.0,-1.0,1.0,2.0,0.0,1.0,6.0,14.0,3.0,9.0,2.0,7.0,15.0,22.0,2.0,1.0,0.0,0.0,7.0
04-05,6,1,Norwich,3.0,2.0,3.0,0.0,2.0,0.0,20.0,2.0,12.0,1.0,4.0,2.0,10.0,12.0,1.0,0.0,0.0,0.0,10.0
04-05,7,0,Chelsea,-1.0,0.0,0.0,1.0,0.0,0.0,5.0,13.0,3.0,5.0,2.0,11.0,20.0,14.0,1.0,0.0,0.0,0.0,10.0
04-05,8,0,Fulham,2.0,-2.0,4.0,2.0,0.0,2.0,10.0,5.0,3.0,3.0,6.0,3.0,14.0,12.0,3.0,1.0,1.0,0.0,13.0
04-05,9,1,Charlton,2.0,0.0,2.0,0.0,0.0,0.0,17.0,3.0,7.0,1.0,12.0,0.0,9.0,11.0,0.0,1.0,0.0,0.0,16.0
04-05,10,0,Blackburn,0.0,-1.0,2.0,2.0,1.0,2.0,13.0,8.0,9.0,7.0,6.0,6.0,11.0,14.0,1.0,2.0,0.0,0.0,17.0
04-05,11,1,Birmingham,-1.0,0.0,0.0,1.0,0.0,0.0,17.0,6.0,8.0,1.0,4.0,5.0,19.0,17.0,3.0,1.0,0.0,0.0,17.0
04-05,12,1,Crystal Palace,1.0,1.0,3.0,2.0,2.0,1.0,18.0,4.0,5.0,4.0,7.0,1.0,13.0,17.0,1.0,3.0,0.0,0.0,20.0
04-05,13,0,Middlesbrough,-2.0,-1.0,0.0,2.0,0.0,1.0,17.0,14.0,10.0,6.0,5.0,3.0,10.0,14.0,2.0,3.0,0.0,0.0,20.0
04-05,14,1,Arsenal,1.0,1.0,2.0,1.0,1.0,0.0,11.0,3.0,7.0,2.0,6.0,0.0,6.0,16.0,0.0,2.0,0.0,0.0,23.0
04-05,15,0,Aston Villa,0.0,0.0,1.0,1.0,1.0,1.0,12.0,3.0,7.0,2.0,9.0,3.0,10.0,10.0,0.0,1.0,0.0,0.0,24.0
04-05,16,0,Everton,-1.0,0.0,0.0,1.0,0.0,0.0,16.0,6.0,5.0,2.0,7.0,2.0,14.0,12.0,3.0,2.0,0.0,0.0,24.0
04-05,17,1,Portsmouth,0.0,0.0,1.0,1.0,0.0,0.0,12.0,7.0,7.0,4.0,6.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,25.0
04-05,18,1,Newcastle,2.0,1.0,3.0,1.0,2.0,1.0,15.0,7.0,5.0,3.0,5.0,5.0,12.0,19.0,0.0,3.0,0.0,1.0,28.0
04-05,19,0,West Brom,5.0,1.0,5.0,0.0,1.0,0.0,16.0,2.0,8.0,1.0,11.0,4.0,13.0,12.0,0.0,0.0,0.0,1.0,31.0
04-05,20,1,Southampton,1.0,1.0,1.0,0.0,1.0,0.0,19.0,3.0,11.0,2.0,7.0,3.0,6.0,12.0,0.0,3.0,0.0,0.0,34.0
04-05,21,1,Chelsea,-1.0,0.0,0.0,1.0,0.0,0.0,14.0,8.0,7.0,7.0,3.0,2.0,14.0,16.0,2.0,2.0,0.0,0.0,34.0
04-05,22,0,Norwich,1.0,0.0,2.0,1.0,0.0,0.0,11.0,7.0,6.0,4.0,2.0,5.0,19.0,16.0,3.0,2.0,0.0,0.0,37.0
04-05,23,1,Man United,-1.0,-1.0,0.0,1.0,0.0,1.0,13.0,5.0,5.0,2.0,9.0,4.0,12.0,25.0,2.0,4.0,0.0,1.0,37.0
04-05,24,0,Southampton,-2.0,-2.0,0.0,2.0,0.0,2.0,11.0,11.0,2.0,7.0,3.0,6.0,12.0,10.0,2.0,1.0,0.0,0.0,37.0
04-05,25,0,Charlton,1.0,-1.0,2.0,1.0,0.0,1.0,19.0,4.0,7.0,3.0,7.0,3.0,15.0,11.0,0.0,0.0,0.0,0.0,40.0
04-05,26,1,Fulham,2.0,0.0,3.0,1.0,1.0,1.0,10.0,6.0,7.0,2.0,4.0,3.0,12.0,13.0,1.0,4.0,0.0,0.0,43.0
04-05,27,0,Birmingham,-2.0,-2.0,0.0,2.0,0.0,2.0,6.0,5.0,2.0,3.0,4.0,10.0,10.0,16.0,0.0,2.0,0.0,0.0,43.0
04-05,28,0,Newcastle,-1.0,0.0,0.0,1.0,0.0,0.0,6.0,13.0,3.0,4.0,4.0,5.0,16.0,11.0,2.0,2.0,0.0,0.0,43.0
04-05,29,1,Blackburn,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,2.0,11.0,3.0,12.0,13.0,1.0,1.0,0.0,0.0,44.0
04-05,30,1,Everton,1.0,2.0,2.0,1.0,2.0,0.0,15.0,4.0,8.0,2.0,5.0,1.0,13.0,15.0,1.0,4.0,1.0,0.0,47.0
04-05,31,1,Bolton,1.0,0.0,1.0,0.0,0.0,0.0,10.0,13.0,7.0,5.0,4.0,12.0,6.0,13.0,1.0,3.0,0.0,0.0,50.0
04-05,32,0,Man City,-1.0,0.0,0.0,1.0,0.0,0.0,6.0,11.0,1.0,8.0,2.0,5.0,11.0,8.0,1.0,1.0,0.0,0.0,50.0
04-05,33,1,Tottenham,0.0,0.0,2.0,2.0,1.0,1.0,18.0,9.0,7.0,6.0,12.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,51.0
04-05,34,0,Portsmouth,1.0,1.0,2.0,1.0,2.0,1.0,19.0,8.0,12.0,6.0,4.0,5.0,8.0,10.0,0.0,1.0,0.0,0.0,54.0
04-05,35,0,Crystal Palace,-1.0,-1.0,0.0,1.0,0.0,1.0,9.0,6.0,7.0,3.0,1.0,4.0,14.0,19.0,5.0,2.0,0.0,0.0,54.0
04-05,36,1,Middlesbrough,0.0,-1.0,1.0,1.0,0.0,1.0,12.0,6.0,6.0,3.0,7.0,4.0,10.0,20.0,2.0,3.0,0.0,0.0,55.0
04-05,37,0,Arsenal,-2.0,-2.0,1.0,3.0,0.0,2.0,11.0,11.0,6.0,8.0,4.0,1.0,10.0,13.0,2.0,0.0,0.0,0.0,55.0
04-05,38,1,Aston Villa,1.0,2.0,2.0,1.0,2.0,0.0,15.0,13.0,7.0,4.0,9.0,5.0,10.0,16.0,0.0,0.0,0.0,0.0,58.0
03-04,1,1,Chelsea,-1.0,-1.0,1.0,2.0,0.0,1.0,12.0,10.0,7.0,6.0,8.0,6.0,13.0,12.0,3.0,1.0,0.0,0.0,0.0
03-04,2,0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,9.0,9.0,9.0,8.0,7.0,16.0,1.0,0.0,0.0,0.0,1.0
03-04,3,1,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,10.0,4.0,8.0,5.0,20.0,27.0,2.0,5.0,0.0,0.0,2.0
03-04,4,0,Everton,3.0,1.0,3.0,0.0,1.0,0.0,18.0,11.0,11.0,5.0,5.0,9.0,17.0,22.0,3.0,3.0,0.0,0.0,5.0
03-04,5,0,Blackburn,2.0,0.0,3.0,1.0,1.0,1.0,21.0,8.0,14.0,5.0,10.0,5.0,11.0,13.0,2.0,2.0,0.0,1.0,8.0
03-04,6,1,Leicester,1.0,1.0,2.0,1.0,1.0,0.0,19.0,9.0,8.0,3.0,4.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,11.0
03-04,7,0,Charlton,-1.0,-1.0,2.0,3.0,1.0,2.0,17.0,14.0,9.0,5.0,5.0,7.0,9.0,11.0,1.0,2.0,0.0,0.0,11.0
03-04,8,1,Arsenal,-1.0,0.0,1.0,2.0,1.0,1.0,13.0,12.0,7.0,8.0,11.0,3.0,12.0,20.0,2.0,2.0,0.0,0.0,11.0
03-04,9,0,Portsmouth,-1.0,-1.0,0.0,1.0,0.0,1.0,13.0,10.0,7.0,6.0,3.0,5.0,10.0,22.0,2.0,2.0,0.0,0.0,11.0
03-04,10,1,Leeds,2.0,0.0,3.0,1.0,1.0,1.0,20.0,7.0,9.0,5.0,9.0,3.0,11.0,13.0,0.0,2.0,0.0,0.0,14.0
03-04,11,0,Fulham,1.0,0.0,2.0,1.0,1.0,1.0,10.0,10.0,6.0,6.0,8.0,4.0,10.0,13.0,1.0,1.0,0.0,1.0,17.0
03-04,12,1,Man United,-1.0,0.0,1.0,2.0,0.0,0.0,10.0,6.0,4.0,4.0,2.0,6.0,16.0,9.0,1.0,2.0,0.0,0.0,17.0
03-04,13,0,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,3.0,4.0,3.0,15.0,16.0,2.0,2.0,0.0,0.0,18.0
03-04,14,1,Birmingham,2.0,0.0,3.0,1.0,1.0,1.0,10.0,7.0,7.0,4.0,6.0,4.0,24.0,17.0,2.0,1.0,0.0,0.0,21.0
03-04,15,0,Newcastle,0.0,1.0,1.0,1.0,1.0,0.0,7.0,13.0,3.0,6.0,1.0,8.0,13.0,13.0,4.0,1.0,0.0,0.0,22.0
03-04,16,1,Southampton,-1.0,-1.0,1.0,2.0,0.0,1.0,18.0,8.0,10.0,4.0,9.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,22.0
03-04,17,1,Bolton,2.0,1.0,3.0,1.0,1.0,0.0,13.0,7.0,8.0,2.0,7.0,1.0,10.0,18.0,0.0,2.0,0.0,0.0,25.0
03-04,18,0,Man City,0.0,-1.0,2.0,2.0,0.0,1.0,11.0,16.0,9.0,8.0,7.0,7.0,14.0,6.0,2.0,1.0,0.0,0.0,26.0
03-04,19,0,Chelsea,1.0,1.0,1.0,0.0,1.0,0.0,4.0,9.0,1.0,2.0,3.0,8.0,9.0,15.0,2.0,0.0,1.0,0.0,29.0
03-04,20,1,Aston Villa,1.0,1.0,1.0,0.0,1.0,0.0,12.0,8.0,4.0,2.0,3.0,6.0,14.0,15.0,3.0,2.0,0.0,0.0,32.0
03-04,21,0,Tottenham,-1.0,-1.0,1.0,2.0,0.0,1.0,10.0,7.0,4.0,3.0,6.0,5.0,9.0,18.0,1.0,1.0,0.0,0.0,32.0
03-04,22,0,Wolves,0.0,1.0,1.0,1.0,1.0,0.0,14.0,9.0,10.0,6.0,5.0,7.0,16.0,14.0,1.0,2.0,0.0,0.0,33.0
03-04,23,1,Everton,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,9.0,4.0,8.0,3.0,7.0,11.0,0.0,1.0,0.0,0.0,34.0
03-04,24,0,Bolton,0.0,-1.0,2.0,2.0,0.0,1.0,11.0,12.0,6.0,6.0,5.0,3.0,15.0,15.0,2.0,3.0,0.0,0.0,35.0
03-04,25,1,Man City,1.0,1.0,2.0,1.0,1.0,0.0,12.0,6.0,7.0,3.0,6.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,38.0
03-04,26,0,Leeds,0.0,0.0,2.0,2.0,2.0,2.0,22.0,12.0,13.0,6.0,8.0,6.0,11.0,13.0,1.0,0.0,0.0,0.0,39.0
03-04,27,0,Southampton,-2.0,0.0,0.0,2.0,0.0,0.0,18.0,7.0,12.0,3.0,7.0,1.0,8.0,20.0,1.0,3.0,0.0,0.0,39.0
03-04,28,1,Portsmouth,3.0,2.0,3.0,0.0,2.0,0.0,20.0,4.0,13.0,4.0,10.0,8.0,9.0,20.0,0.0,1.0,0.0,0.0,42.0
03-04,29,1,Wolves,1.0,0.0,1.0,0.0,0.0,0.0,12.0,8.0,4.0,6.0,14.0,4.0,5.0,12.0,0.0,1.0,0.0,0.0,45.0
03-04,30,0,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,12.0,9.0,10.0,7.0,20.0,15.0,3.0,4.0,0.0,0.0,46.0
03-04,31,1,Blackburn,4.0,3.0,4.0,0.0,3.0,0.0,24.0,9.0,11.0,2.0,6.0,4.0,8.0,10.0,0.0,1.0,0.0,0.0,49.0
03-04,32,0,Arsenal,-2.0,1.0,2.0,4.0,2.0,1.0,12.0,12.0,5.0,7.0,8.0,2.0,9.0,16.0,1.0,3.0,0.0,0.0,49.0
03-04,33,1,Charlton,-1.0,0.0,0.0,1.0,0.0,0.0,25.0,6.0,16.0,3.0,7.0,4.0,12.0,17.0,1.0,0.0,0.0,0.0,49.0
03-04,34,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,10.0,7.0,14.0,7.0,16.0,10.0,0.0,3.0,0.0,0.0,50.0
03-04,35,0,Man United,1.0,0.0,1.0,0.0,0.0,0.0,9.0,11.0,4.0,4.0,4.0,3.0,15.0,19.0,1.0,2.0,0.0,0.0,53.0
03-04,36,1,Middlesbrough,2.0,0.0,2.0,0.0,0.0,0.0,15.0,12.0,8.0,6.0,7.0,3.0,12.0,14.0,1.0,1.0,0.0,0.0,56.0
03-04,37,0,Birmingham,3.0,1.0,3.0,0.0,1.0,0.0,15.0,3.0,8.0,2.0,5.0,3.0,12.0,11.0,0.0,2.0,0.0,1.0,59.0
03-04,38,1,Newcastle,0.0,-1.0,1.0,1.0,0.0,1.0,8.0,6.0,4.0,5.0,8.0,1.0,11.0,17.0,1.0,1.0,0.0,0.0,60.0
02-03,1,0,Aston Villa,1.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,6.0,5.0,8.0,6.0,5.0,9.0,2.0,2.0,0.0,0.0,3.0
02-03,2,1,Southampton,3.0,1.0,3.0,0.0,1.0,0.0,16.0,7.0,9.0,1.0,5.0,8.0,11.0,8.0,0.0,1.0,0.0,0.0,6.0
02-03,3,0,Blackburn,0.0,0.0,2.0,2.0,1.0,1.0,5.0,7.0,3.0,4.0,2.0,5.0,10.0,17.0,1.0,3.0,0.0,0.0,7.0
02-03,4,1,Newcastle,0.0,0.0,2.0,2.0,0.0,0.0,22.0,11.0,11.0,6.0,12.0,3.0,7.0,25.0,1.0,2.0,0.0,0.0,8.0
02-03,5,1,Birmingham,0.0,1.0,2.0,2.0,1.0,0.0,12.0,6.0,10.0,3.0,1.0,2.0,6.0,10.0,0.0,1.0,0.0,0.0,9.0
02-03,6,0,Bolton,1.0,1.0,3.0,2.0,1.0,0.0,12.0,7.0,8.0,5.0,4.0,7.0,9.0,10.0,2.0,2.0,0.0,0.0,12.0
02-03,7,1,West Brom,2.0,0.0,2.0,0.0,0.0,0.0,23.0,5.0,14.0,2.0,9.0,2.0,8.0,11.0,2.0,2.0,0.0,1.0,15.0
02-03,8,0,Man City,3.0,1.0,3.0,0.0,1.0,0.0,9.0,14.0,6.0,6.0,3.0,12.0,9.0,7.0,0.0,0.0,0.0,0.0,18.0
02-03,9,1,Chelsea,1.0,0.0,1.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0,3.0,1.0,10.0,13.0,0.0,2.0,0.0,0.0,21.0
02-03,10,0,Leeds,1.0,0.0,1.0,0.0,0.0,0.0,13.0,12.0,6.0,5.0,9.0,9.0,13.0,13.0,2.0,1.0,0.0,0.0,24.0
02-03,11,1,Tottenham,1.0,0.0,2.0,1.0,0.0,0.0,9.0,10.0,5.0,8.0,5.0,7.0,11.0,19.0,2.0,4.0,0.0,0.0,27.0
02-03,12,1,West Ham,2.0,1.0,2.0,0.0,1.0,0.0,13.0,5.0,9.0,1.0,6.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,30.0
02-03,13,0,Middlesbrough,-1.0,0.0,0.0,1.0,0.0,0.0,13.0,11.0,7.0,3.0,2.0,5.0,8.0,10.0,0.0,1.0,0.0,0.0,30.0
02-03,14,1,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,12.0,0.0,12.0,0.0,6.0,10.0,0.0,1.0,0.0,0.0,31.0
02-03,15,0,Fulham,-1.0,-2.0,2.0,3.0,0.0,2.0,14.0,11.0,11.0,10.0,8.0,1.0,9.0,14.0,0.0,1.0,0.0,1.0,31.0
02-03,16,1,Man United,-1.0,0.0,1.0,2.0,0.0,0.0,13.0,5.0,7.0,4.0,5.0,2.0,13.0,11.0,1.0,4.0,0.0,0.0,31.0
02-03,17,0,Charlton,-2.0,-1.0,0.0,2.0,0.0,1.0,17.0,14.0,7.0,11.0,5.0,4.0,12.0,14.0,3.0,3.0,0.0,0.0,31.0
02-03,18,0,Sunderland,-1.0,-1.0,1.0,2.0,0.0,1.0,11.0,7.0,4.0,3.0,10.0,9.0,7.0,12.0,2.0,0.0,0.0,0.0,31.0
02-03,19,1,Everton,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,8.0,2.0,7.0,4.0,14.0,20.0,3.0,4.0,0.0,0.0,32.0
02-03,20,1,Blackburn,0.0,1.0,1.0,1.0,1.0,0.0,12.0,10.0,6.0,5.0,7.0,4.0,8.0,6.0,1.0,1.0,0.0,0.0,33.0
02-03,21,0,Arsenal,0.0,0.0,1.0,1.0,0.0,0.0,9.0,13.0,2.0,6.0,4.0,15.0,15.0,14.0,3.0,1.0,0.0,0.0,34.0
02-03,22,0,Newcastle,-1.0,-1.0,0.0,1.0,0.0,1.0,5.0,8.0,4.0,5.0,4.0,4.0,20.0,6.0,3.0,1.0,1.0,0.0,34.0
02-03,23,1,Aston Villa,0.0,1.0,1.0,1.0,1.0,0.0,19.0,8.0,11.0,3.0,9.0,2.0,11.0,18.0,1.0,2.0,0.0,0.0,35.0
02-03,24,0,Southampton,1.0,1.0,1.0,0.0,1.0,0.0,17.0,8.0,7.0,4.0,4.0,6.0,10.0,8.0,1.0,1.0,0.0,0.0,38.0
02-03,25,1,Arsenal,0.0,-1.0,2.0,2.0,0.0,1.0,16.0,20.0,12.0,15.0,9.0,10.0,14.0,11.0,1.0,1.0,0.0,0.0,39.0
02-03,26,0,West Ham,3.0,2.0,3.0,0.0,2.0,0.0,11.0,7.0,5.0,2.0,8.0,6.0,12.0,12.0,0.0,1.0,0.0,0.0,42.0
02-03,27,1,Middlesbrough,0.0,-1.0,1.0,1.0,0.0,1.0,17.0,2.0,10.0,2.0,14.0,3.0,16.0,12.0,0.0,2.0,0.0,0.0,43.0
02-03,28,0,Birmingham,-1.0,-1.0,1.0,2.0,0.0,1.0,14.0,5.0,9.0,2.0,6.0,2.0,11.0,14.0,1.0,2.0,0.0,0.0,43.0
02-03,29,1,Bolton,2.0,1.0,2.0,0.0,1.0,0.0,9.0,10.0,3.0,2.0,3.0,3.0,13.0,11.0,0.0,3.0,0.0,0.0,46.0
02-03,30,0,Tottenham,1.0,0.0,3.0,2.0,0.0,0.0,9.0,12.0,6.0,5.0,4.0,9.0,11.0,21.0,1.0,1.0,0.0,0.0,49.0
02-03,31,1,Leeds,2.0,1.0,3.0,1.0,2.0,1.0,19.0,11.0,11.0,6.0,4.0,6.0,12.0,17.0,0.0,1.0,0.0,0.0,52.0
02-03,32,0,Man United,-4.0,-1.0,0.0,4.0,0.0,1.0,5.0,12.0,1.0,9.0,4.0,10.0,17.0,15.0,3.0,1.0,1.0,0.0,52.0
02-03,33,1,Fulham,2.0,1.0,2.0,0.0,1.0,0.0,17.0,11.0,11.0,7.0,5.0,6.0,9.0,17.0,1.0,2.0,0.0,0.0,55.0
02-03,34,0,Everton,1.0,1.0,2.0,1.0,1.0,0.0,8.0,9.0,2.0,4.0,3.0,4.0,18.0,15.0,3.0,4.0,0.0,2.0,58.0
02-03,35,1,Charlton,1.0,0.0,2.0,1.0,0.0,0.0,20.0,5.0,10.0,5.0,8.0,9.0,4.0,14.0,0.0,1.0,0.0,0.0,61.0
02-03,36,0,West Brom,6.0,1.0,6.0,0.0,1.0,0.0,18.0,9.0,14.0,5.0,3.0,4.0,6.0,12.0,1.0,1.0,0.0,0.0,64.0
02-03,37,1,Man City,-1.0,0.0,1.0,2.0,0.0,0.0,8.0,6.0,6.0,3.0,8.0,4.0,9.0,17.0,2.0,2.0,0.0,0.0,64.0
02-03,38,0,Chelsea,-1.0,-1.0,1.0,2.0,1.0,2.0,5.0,13.0,3.0,6.0,3.0,4.0,13.0,17.0,1.0,3.0,1.0,0.0,64.0
01-02,1,1,West Ham,1.0,0.0,2.0,1.0,1.0,1.0,9.0,3.0,6.0,3.0,5.0,3.0,13.0,12.0,1.0,5.0,0.0,0.0,3.0
01-02,2,0,Bolton,-1.0,-1.0,1.0,2.0,0.0,1.0,18.0,11.0,7.0,4.0,6.0,4.0,11.0,13.0,2.0,2.0,0.0,0.0,3.0
01-02,3,1,Aston Villa,-2.0,-1.0,1.0,3.0,0.0,1.0,12.0,10.0,7.0,7.0,7.0,0.0,19.0,14.0,3.0,1.0,1.0,0.0,3.0
01-02,4,0,Everton,2.0,1.0,3.0,1.0,2.0,1.0,13.0,11.0,9.0,5.0,2.0,4.0,13.0,16.0,1.0,0.0,0.0,0.0,6.0
01-02,5,1,Tottenham,1.0,0.0,1.0,0.0,0.0,0.0,14.0,11.0,6.0,5.0,2.0,5.0,12.0,9.0,0.0,1.0,0.0,0.0,9.0
01-02,6,0,Newcastle,2.0,1.0,2.0,0.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,7.0,23.0,14.0,4.0,1.0,0.0,0.0,12.0
01-02,7,1,Leeds,0.0,-1.0,1.0,1.0,0.0,1.0,10.0,9.0,2.0,3.0,6.0,4.0,11.0,14.0,3.0,2.0,0.0,0.0,13.0
01-02,8,0,Leicester,3.0,3.0,4.0,1.0,3.0,0.0,12.0,8.0,6.0,3.0,6.0,6.0,13.0,11.0,2.0,1.0,0.0,0.0,16.0
01-02,9,0,Charlton,2.0,2.0,2.0,0.0,2.0,0.0,5.0,14.0,4.0,4.0,1.0,13.0,13.0,12.0,1.0,0.0,1.0,0.0,19.0
01-02,10,1,Man United,2.0,2.0,3.0,1.0,2.0,0.0,8.0,10.0,5.0,3.0,1.0,1.0,9.0,13.0,0.0,0.0,0.0,0.0,22.0
01-02,11,0,Blackburn,0.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,2.0,5.0,3.0,6.0,10.0,17.0,0.0,2.0,0.0,0.0,23.0
01-02,12,1,Sunderland,1.0,1.0,1.0,0.0,1.0,0.0,7.0,12.0,3.0,5.0,4.0,3.0,9.0,12.0,1.0,3.0,1.0,0.0,26.0
01-02,13,0,Derby,1.0,1.0,1.0,0.0,1.0,0.0,7.0,12.0,5.0,4.0,9.0,5.0,14.0,9.0,2.0,1.0,0.0,0.0,29.0
01-02,14,1,Middlesbrough,2.0,2.0,2.0,0.0,2.0,0.0,8.0,4.0,5.0,2.0,4.0,6.0,7.0,10.0,0.0,2.0,0.0,0.0,32.0
01-02,15,1,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,7.0,4.0,7.0,3.0,17.0,11.0,0.0,0.0,0.0,0.0,33.0
01-02,16,0,Chelsea,-4.0,-2.0,0.0,4.0,0.0,2.0,16.0,16.0,8.0,10.0,6.0,5.0,10.0,15.0,3.0,2.0,0.0,0.0,33.0
01-02,17,1,Arsenal,-1.0,-1.0,1.0,2.0,0.0,1.0,15.0,11.0,2.0,3.0,6.0,4.0,12.0,20.0,1.0,4.0,0.0,1.0,33.0
01-02,18,0,Aston Villa,1.0,0.0,2.0,1.0,1.0,1.0,12.0,10.0,6.0,5.0,3.0,7.0,9.0,10.0,0.0,1.0,0.0,0.0,36.0
01-02,19,0,West Ham,0.0,-1.0,1.0,1.0,0.0,1.0,12.0,17.0,8.0,8.0,5.0,9.0,8.0,5.0,0.0,1.0,0.0,0.0,37.0
01-02,20,1,Bolton,0.0,0.0,1.0,1.0,0.0,0.0,15.0,7.0,5.0,6.0,4.0,8.0,8.0,15.0,1.0,4.0,0.0,0.0,38.0
01-02,21,0,Southampton,-2.0,0.0,0.0,2.0,0.0,0.0,7.0,9.0,4.0,7.0,6.0,5.0,7.0,12.0,1.0,0.0,0.0,0.0,38.0
01-02,22,0,Arsenal,0.0,0.0,1.0,1.0,0.0,0.0,5.0,11.0,2.0,4.0,1.0,3.0,16.0,15.0,1.0,1.0,0.0,0.0,39.0
01-02,23,1,Southampton,0.0,1.0,1.0,1.0,1.0,0.0,9.0,6.0,5.0,2.0,8.0,3.0,10.0,17.0,0.0,1.0,0.0,0.0,40.0
01-02,24,0,Man United,1.0,0.0,1.0,0.0,0.0,0.0,9.0,12.0,5.0,3.0,2.0,11.0,16.0,15.0,2.0,1.0,0.0,0.0,43.0
01-02,25,1,Leicester,1.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,4.0,0.0,9.0,3.0,9.0,21.0,1.0,2.0,0.0,0.0,46.0
01-02,26,0,Leeds,4.0,1.0,4.0,0.0,1.0,0.0,11.0,13.0,7.0,5.0,6.0,7.0,9.0,14.0,1.0,2.0,0.0,0.0,49.0
01-02,27,0,Ipswich,6.0,2.0,6.0,0.0,2.0,0.0,14.0,4.0,11.0,2.0,9.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,52.0
01-02,28,1,Everton,0.0,0.0,1.0,1.0,0.0,0.0,13.0,6.0,5.0,3.0,9.0,4.0,9.0,13.0,0.0,2.0,0.0,0.0,53.0
01-02,29,0,Fulham,2.0,1.0,2.0,0.0,1.0,0.0,10.0,11.0,4.0,5.0,4.0,8.0,14.0,13.0,2.0,3.0,0.0,0.0,56.0
01-02,30,1,Newcastle,3.0,1.0,3.0,0.0,1.0,0.0,23.0,11.0,11.0,2.0,5.0,6.0,8.0,13.0,0.0,0.0,0.0,0.0,59.0
01-02,31,0,Middlesbrough,1.0,1.0,2.0,1.0,1.0,0.0,8.0,15.0,7.0,5.0,3.0,7.0,12.0,10.0,2.0,0.0,0.0,0.0,62.0
01-02,32,1,Chelsea,1.0,0.0,1.0,0.0,0.0,0.0,8.0,10.0,4.0,1.0,5.0,3.0,17.0,13.0,1.0,1.0,0.0,0.0,65.0
01-02,33,1,Charlton,2.0,2.0,2.0,0.0,2.0,0.0,14.0,6.0,8.0,1.0,6.0,6.0,6.0,10.0,1.0,2.0,0.0,0.0,68.0
01-02,34,0,Sunderland,1.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,3.0,4.0,11.0,10.0,2.0,1.0,0.0,1.0,71.0
01-02,35,1,Derby,2.0,1.0,2.0,0.0,1.0,0.0,13.0,4.0,5.0,1.0,9.0,4.0,8.0,16.0,0.0,3.0,0.0,0.0,74.0
01-02,36,0,Tottenham,-1.0,-1.0,0.0,1.0,0.0,1.0,11.0,11.0,7.0,5.0,8.0,3.0,11.0,9.0,1.0,1.0,0.0,0.0,74.0
01-02,37,1,Blackburn,1.0,1.0,4.0,3.0,2.0,1.0,15.0,9.0,7.0,7.0,8.0,7.0,9.0,12.0,1.0,1.0,0.0,0.0,77.0
01-02,38,1,Ipswich,5.0,2.0,5.0,0.0,2.0,0.0,15.0,7.0,8.0,2.0,0.0,7.0,13.0,5.0,0.0,0.0,0.0,0.0,80.0
00-01,1,1,Bradford,1.0,0.0,1.0,0.0,0.0,0.0,16.0,3.0,10.0,2.0,6.0,1.0,8.0,8.0,1.0,1.0,0.0,0.0,3.0
00-01,2,0,Arsenal,-2.0,-1.0,0.0,2.0,0.0,1.0,7.0,17.0,4.0,12.0,11.0,10.0,20.0,25.0,4.0,2.0,2.0,1.0,3.0
